c,window,degree,std_loss,mean_loss
10.0,9.0,2.0,0.028387767588789255,-0.2548241803788537
100.0,9.0,2.0,0.028387767588789255,-0.2548241803788537
1000.0,9.0,2.0,0.028387767588789255,-0.2548241803788537
0.001,9.0,3.0,0.02212169625329888,-0.2459220167161037
0.01,9.0,3.0,0.026475793114142134,-0.251779679935814
0.1,9.0,3.0,0.028539195684148824,-0.25482582337323395
1.0,9.0,3.0,0.028539195684148824,-0.25482582337323395
10.0,9.0,3.0,0.028539195684148824,-0.25482582337323395
100.0,9.0,3.0,0.028539195684148824,-0.25482582337323395
1000.0,9.0,3.0,0.028539195684148824,-0.25482582337323395
0.001,9.0,4.0,0.02189292733418522,-0.24564210528146485
0.01,9.0,4.0,0.02694237432139011,-0.2512746020978618
0.1,9.0,4.0,0.028168527623226473,-0.25466822834406594
1.0,9.0,4.0,0.028168527623226473,-0.25466822834406594
10.0,9.0,4.0,0.028168527623226473,-0.25466822834406594
100.0,9.0,4.0,0.028168527623226473,-0.25466822834406594
1000.0,9.0,4.0,0.028168527623226473,-0.25466822834406594
0.001,9.0,5.0,0.02189156625093817,-0.24564410243677354
0.01,9.0,5.0,0.026904860069356093,-0.251239133220024
0.1,9.0,5.0,0.028167451252515716,-0.2546420855416412
1.0,9.0,5.0,0.028167451252515716,-0.2546420855416412
10.0,9.0,5.0,0.028167451252515716,-0.2546420855416412
100.0,9.0,5.0,0.028167451252515716,-0.2546420855416412
1000.0,9.0,5.0,0.028167451252515716,-0.2546420855416412
0.001,9.0,6.0,0.021856455445892205,-0.2456234258216206
0.01,9.0,6.0,0.027052551978599727,-0.25107289025183377
0.1,9.0,6.0,0.02807125821655783,-0.25459047318051886
1.0,9.0,6.0,0.02807125821655783,-0.25459047318051886
10.0,9.0,6.0,0.02807125821655783,-0.25459047318051886
100.0,9.0,6.0,0.02807125821655783,-0.25459047318051886
1000.0,9.0,6.0,0.02807125821655783,-0.25459047318051886
0.001,9.0,7.0,0.021855430917686897,-0.2456170433438774
0.01,9.0,7.0,0.02704456298029292,-0.2510683839634545
0.1,9.0,7.0,0.028074485120533586,-0.25457413376807336
1.0,9.0,7.0,0.028074485120533586,-0.25457413376807336
10.0,9.0,7.0,0.028074485120533586,-0.25457413376807336
100.0,9.0,7.0,0.028074485120533586,-0.25457413376807336
1000.0,9.0,7.0,0.028074485120533586,-0.25457413376807336
0.001,9.0,8.0,0.021847302587336838,-0.24560053243784113
0.01,9.0,8.0,0.02708883147149948,-0.25102142870781347
0.1,9.0,8.0,0.02801493881551701,-0.2546005839987168
1.0,9.0,8.0,0.02801493881551701,-0.2546005839987168
10.0,9.0,8.0,0.02801493881551701,-0.2546005839987168
100.0,9.0,8.0,0.02801493881551701,-0.2546005839987168
1000.0,9.0,8.0,0.02801493881551701,-0.2546005839987168
0.001,11.0,2.0,0.022155491847061583,-0.24610237713386696
0.01,11.0,2.0,0.026209295107524375,-0.25218322369989477
0.1,11.0,2.0,0.02862689465914213,-0.25486230587259256
1.0,11.0,2.0,0.02862689465914213,-0.25486230587259256
10.0,11.0,2.0,0.02862689465914213,-0.25486230587259256
100.0,11.0,2.0,0.02862689465914213,-0.25486230587259256
1000.0,11.0,2.0,0.02862689465914213,-0.25486230587259256
0.001,11.0,3.0,0.022149072148512867,-0.2460926832179508
0.01,11.0,3.0,0.026174616119614663,-0.25205007033066323
0.1,11.0,3.0,0.0287280428531157,-0.25476303890856844
1.0,11.0,3.0,0.0287280428531157,-0.25476303890856844
10.0,11.0,3.0,0.0287280428531157,-0.25476303890856844
100.0,11.0,3.0,0.0287280428531157,-0.25476303890856844
1000.0,11.0,3.0,0.0287280428531157,-0.25476303890856844
0.001,11.0,4.0,0.021956042855002026,-0.24571067327910945
0.01,11.0,4.0,0.026806093526965214,-0.25148912052095507
0.1,11.0,4.0,0.028276637715356913,-0.2547475049112023
1.0,11.0,4.0,0.028276637715356913,-0.2547475049112023
10.0,11.0,4.0,0.028276637715356913,-0.2547475049112023
100.0,11.0,4.0,0.028276637715356913,-0.2547475049112023
1000.0,11.0,4.0,0.028276637715356913,-0.2547475049112023
0.001,11.0,5.0,0.021961223375263454,-0.24570190655732876
0.01,11.0,5.0,0.026804287151214815,-0.25150291616760856
0.1,11.0,5.0,0.02827931315565987,-0.2547212976981047
1.0,11.0,5.0,0.02827931315565987,-0.2547212976981047
10.0,11.0,5.0,0.02827931315565987,-0.2547212976981047
100.0,11.0,5.0,0.02827931315565987,-0.2547212976981047
1000.0,11.0,5.0,0.02827931315565987,-0.2547212976981047
0.001,11.0,6.0,0.021859804245075526,-0.24562687794787913
0.01,11.0,6.0,0.02696261878276515,-0.251129807136625
0.1,11.0,6.0,0.028104676357895444,-0.2546106360282135
1.0,11.0,6.0,0.028104676357895444,-0.2546106360282135
10.0,11.0,6.0,0.028104676357895444,-0.2546106360282135
100.0,11.0,6.0,0.028104676357895444,-0.2546106360282135
1000.0,11.0,6.0,0.028104676357895444,-0.2546106360282135
0.001,11.0,7.0,0.0218613897374219,-0.24563640099566014
0.01,11.0,7.0,0.026978181907225007,-0.251142907629686
0.1,11.0,7.0,0.028120826604453558,-0.25460848824115395
1.0,11.0,7.0,0.028120826604453558,-0.25460848824115395
10.0,11.0,7.0,0.028120826604453558,-0.25460848824115395
100.0,11.0,7.0,0.028120826604453558,-0.25460848824115395
1000.0,11.0,7.0,0.028120826604453558,-0.25460848824115395
0.001,11.0,8.0,0.021853212096118603,-0.24562222263416233
0.01,11.0,8.0,0.02706414592748599,-0.25105743554944093
0.1,11.0,8.0,0.02806564910512224,-0.25459075834654443
1.0,11.0,8.0,0.02806564910512224,-0.25459075834654443
10.0,11.0,8.0,0.02806564910512224,-0.25459075834654443
100.0,11.0,8.0,0.02806564910512224,-0.25459075834654443
1000.0,11.0,8.0,0.02806564910512224,-0.25459075834654443
0.001,11.0,9.0,0.021854540314738168,-0.2456241140471015
0.01,11.0,9.0,0.027058968274200772,-0.2510634370285174
0.1,11.0,9.0,0.028063209966989675,-0.25459408874131284
1.0,11.0,9.0,0.028063209966989675,-0.25459408874131284
10.0,11.0,9.0,0.028063209966989675,-0.25459408874131284
100.0,11.0,9.0,0.028063209966989675,-0.25459408874131284
1000.0,11.0,9.0,0.028063209966989675,-0.25459408874131284
0.001,11.0,10.0,0.02184730258733501,-0.24560053243783248
0.01,11.0,10.0,0.02708883147151401,-0.2510214287077801
0.1,11.0,10.0,0.028014938815547334,-0.25460058399868923
1.0,11.0,10.0,0.028014938815547334,-0.25460058399868923
10.0,11.0,10.0,0.028014938815547334,-0.25460058399868923
100.0,11.0,10.0,0.028014938815547334,-0.25460058399868923
1000.0,11.0,10.0,0.028014938815547334,-0.25460058399868923
